Estado do Cliente,Categoria do Produto,Valor Total,Status Real,Status Previsto,Acerto do Modelo
SP,bed_bath_table,117.85000000000001,1,1,True
SP,pet_shop,218.95000000000002,1,1,True
SP,construction_tools_construction,49.75,1,1,True
RS,bed_bath_table,107.78,1,1,True
PR,sports_leisure,205.98000000000002,1,1,True
PR,garden_tools,140.49,1,1,True
CE,food,83.89,1,1,True
RS,housewares,57.11,1,1,True
SP,computers_accessories,93.63,1,1,True
MS,small_appliances,33.78,1,1,True
RJ,perfumery,375.0,1,1,True
SP,signaling_and_security,99.95,1,1,True
PE,computers_accessories,165.4,1,1,True
RJ,health_beauty,129.19,1,1,True
SP,home_construction,131.70999999999998,1,1,True
PR,sports_leisure,165.70000000000002,1,1,True
SC,bed_bath_table,73.15,1,1,True
RS,computers_accessories,180.32,1,1,True
MG,bed_bath_table,282.13,1,1,True
RJ,housewares,61.75,1,1,True
SP,books_technical,136.08,1,1,True
PR,cool_stuff,109.44,1,1,True
MG,construction_tools_safety,114.34,1,1,True
SP,housewares,41.69,1,1,True
MG,furniture_decor,28.09,1,1,True
PR,telephony,45.94,1,1,True
MG,cool_stuff,117.94,1,1,True
MG,cool_stuff,148.91,1,1,True
PR,computers_accessories,45.31,1,1,True
RJ,baby,376.89,1,1,True
MG,air_conditioning,94.31,1,1,True
SP,housewares,49.339999999999996,1,1,True
MG,perfumery,72.14,1,1,True
SP,perfumery,61.77,1,1,True
PI,computers_accessories,85.6,1,1,True
MG,consoles_games,177.91,1,1,True
SP,pet_shop,124.83,1,1,True
SP,housewares,192.56,1,1,True
MG,home_construction,194.85,1,1,True
RS,bed_bath_table,107.78,1,1,True
SC,electronics,40.25,1,1,True
MG,computers_accessories,60.72,1,1,True
SP,perfumery,65.71000000000001,1,1,True
RJ,health_beauty,75.65,1,1,True
CE,fashion_bags_accessories,67.53,1,1,True
GO,sports_leisure,40.769999999999996,1,1,True
SP,food_drink,20.73,1,1,True
SP,sports_leisure,32.78,1,1,True
SP,bed_bath_table,246.42000000000002,1,1,True
SP,drinks,114.09,1,1,True
PR,home_confort,104.7,1,1,True
BA,watches_gifts,161.9,1,1,True
ES,computers_accessories,75.62,1,1,True
SP,auto,37.83,1,1,True
SP,consoles_games,75.17,1,1,True
MT,office_furniture,126.21000000000001,1,1,True
SP,sports_leisure,163.13,1,1,True
DF,health_beauty,38.089999999999996,1,1,True
SP,baby,195.0,1,1,True
DF,dvds_blu_ray,29.5,1,1,True
GO,health_beauty,341.02,1,1,True
SP,baby,156.82,1,1,True
SP,housewares,28.51,1,1,True
RJ,consoles_games,366.52,1,1,True
SP,baby,253.18,1,1,True
GO,health_beauty,87.94,1,1,True
SP,perfumery,87.72,1,1,True
SP,computers_accessories,46.0,1,1,True
SP,pet_shop,51.43,1,1,True
SP,electronics,19.39,1,1,True
PE,cool_stuff,77.7,1,1,True
RN,furniture_decor,220.19,1,1,True
MG,garden_tools,67.5,1,1,True
MG,perfumery,135.49,1,1,True
SP,cool_stuff,124.01,1,1,True
SP,furniture_decor,45.68,1,1,True
RN,books_general_interest,42.269999999999996,1,1,True
SP,pet_shop,61.76,1,1,True
PA,fashion_bags_accessories,66.65,1,1,True
SP,toys,48.339999999999996,1,1,True
MG,health_beauty,116.36000000000001,1,1,True
SP,housewares,69.16,1,1,True
RJ,bed_bath_table,172.48000000000002,1,1,True
SP,garden_tools,273.9,0,1,False
PE,computers_accessories,53.05,1,1,True
RJ,musical_instruments,64.82,1,1,True
SP,industry_commerce_and_business,44.01,1,1,True
AL,auto,1257.96,1,1,True
MG,furniture_decor,115.62,1,1,True
SP,diapers_and_hygiene,50.71,1,1,True
SP,auto,254.33,1,1,True
SP,drinks,37.41,1,1,True
SP,computers_accessories,187.96,1,1,True
SP,health_beauty,52.01,1,1,True
SP,housewares,30.130000000000003,1,1,True
PB,cool_stuff,631.43,1,1,True
SP,watches_gifts,2027.26,1,1,True
MG,health_beauty,104.36999999999999,1,1,True
SP,home_construction,123.05000000000001,1,1,True
MG,computers_accessories,42.69,1,1,True
MT,fashion_bags_accessories,52.05,1,1,True
MT,cool_stuff,52.18,1,1,True
SP,garden_tools,39.85,1,1,True
MG,sports_leisure,86.3,1,1,True
SP,bed_bath_table,223.76,1,1,True
PR,furniture_decor,69.9,1,1,True
SC,auto,96.32,1,1,True
PA,telephony,73.84,1,1,True
SP,watches_gifts,61.79,1,1,True
SP,computers_accessories,112.39,1,1,True
SP,signaling_and_security,15.77,1,1,True
SP,office_furniture,97.25999999999999,1,1,True
SP,sports_leisure,57.51,1,1,True
SP,bed_bath_table,151.57999999999998,1,1,True
RJ,health_beauty,67.92,1,1,True
SP,computers_accessories,38.28,1,1,True
SP,baby,38.87,1,1,True
MA,perfumery,336.56,1,1,True
SP,housewares,98.15,1,1,True
PE,stationery,188.51,1,1,True
SP,bed_bath_table,49.79,1,1,True
SP,computers_accessories,160.75,1,1,True
RJ,home_confort,555.09,1,1,True
SP,telephony,37.76,1,1,True
ES,costruction_tools_tools,47.89,1,1,True
BA,baby,222.92000000000002,1,1,True
RJ,sports_leisure,114.56,1,1,True
RJ,housewares,153.71,1,1,True
DF,sports_leisure,53.6,1,1,True
SP,perfumery,326.82,1,1,True
SP,computers_accessories,82.52000000000001,1,1,True
RJ,sports_leisure,1830.12,1,1,True
SP,housewares,131.89,1,1,True
SP,computers_accessories,25.28,1,1,True
SP,housewares,18.97,1,1,True
MS,watches_gifts,189.42000000000002,1,1,True
SC,housewares,77.08,1,1,True
SP,health_beauty,125.79,1,1,True
RS,auto,90.78,1,1,True
SP,audio,139.0,1,1,True
SC,stationery,148.04000000000002,1,1,True
SP,computers_accessories,50.239999999999995,1,1,True
MT,construction_tools_construction,407.95,1,1,True
SP,telephony,97.92999999999999,1,1,True
RJ,bed_bath_table,57.6,1,1,True
MG,furniture_decor,121.27,1,1,True
SP,sports_leisure,196.92000000000002,1,1,True
RJ,perfumery,46.53,1,1,True
SP,telephony,36.95,1,1,True
PR,telephony,225.67000000000002,1,1,True
SP,cool_stuff,16.509999999999998,1,1,True
SP,computers_accessories,211.57999999999998,1,1,True
SP,sports_leisure,142.68,1,1,True
SP,housewares,118.69000000000001,1,1,True
SP,toys,159.86,1,1,True
SP,computers_accessories,84.56,1,1,True
SP,perfumery,68.89,1,1,True
SP,bed_bath_table,105.02,1,1,True
SP,cool_stuff,47.43,1,1,True
SP,toys,147.38,1,1,True
SP,computers_accessories,312.28,1,1,True
BA,auto,76.50999999999999,1,1,True
SP,garden_tools,136.99,1,1,True
DF,garden_tools,68.74,1,1,True
SP,pet_shop,111.32000000000001,1,1,True
SE,musical_instruments,155.36,1,1,True
MG,construction_tools_safety,163.57,1,1,True
RJ,housewares,237.63,1,1,True
PI,cool_stuff,201.82,1,1,True
SE,small_appliances,104.8,1,1,True
RS,housewares,65.98,1,1,True
RJ,telephony,36.68,1,1,True
SP,sports_leisure,284.09,1,1,True
RJ,auto,656.55,1,1,True
PR,perfumery,72.25,1,1,True
MG,computers_accessories,171.0,1,1,True
SP,toys,91.66000000000001,1,1,True
SP,housewares,44.72,1,1,True
RS,auto,229.57,0,1,False
PR,housewares,53.56,1,1,True
SP,audio,27.689999999999998,1,1,True
MA,computers_accessories,70.14,1,1,True
SP,baby,42.69,1,1,True
SP,health_beauty,70.72,1,1,True
PI,consoles_games,479.5,1,1,True
SP,housewares,37.480000000000004,1,1,True
SP,baby,57.989999999999995,1,1,True
CE,office_furniture,462.06,1,1,True
BA,watches_gifts,236.97,1,1,True
RJ,books_general_interest,149.54,1,1,True
RJ,sports_leisure,218.27,1,1,True
MG,garden_tools,75.25,1,1,True
RJ,bed_bath_table,133.48000000000002,1,1,True
PR,housewares,192.56,1,1,True
RJ,cool_stuff,44.22,1,1,True
PR,books_general_interest,54.79,1,1,True
SP,computers_accessories,264.38,1,1,True
MG,auto,131.51,1,1,True
SP,watches_gifts,234.46,1,1,True
SP,furniture_decor,217.36,1,1,True
SP,sports_leisure,26.799999999999997,1,1,True
SP,housewares,197.53,1,1,True
SP,health_beauty,57.67,1,1,True
SP,health_beauty,118.9,1,1,True
SP,luggage_accessories,124.69,1,1,True
RS,toys,74.11,1,1,True
SP,sports_leisure,119.25,1,1,True
RS,housewares,64.1,1,1,True
SP,telephony,293.35999999999996,1,1,True
BA,office_furniture,233.6,1,1,True
RJ,home_confort,92.19,1,1,True
RJ,drinks,63.6,1,1,True
MG,perfumery,82.55,1,1,True
SP,stationery,38.269999999999996,0,1,False
MG,auto,429.98,1,1,True
SP,housewares,1430.91,1,1,True
MG,toys,51.1,1,1,True
SP,housewares,33.88,1,1,True
SC,construction_tools_construction,21.0,1,1,True
RJ,baby,925.38,1,1,True
SP,sports_leisure,244.29000000000002,1,1,True
MG,fashion_shoes,73.77,1,1,True
BA,cool_stuff,150.14000000000001,1,1,True
RS,health_beauty,128.84,1,1,True
SP,housewares,144.74,1,1,True
RJ,furniture_decor,322.96,1,1,True
SP,cool_stuff,98.97,1,1,True
ES,furniture_decor,49.489999999999995,1,1,True
PR,auto,37.5,1,1,True
GO,sports_leisure,61.4,1,1,True
MG,housewares,34.959999999999994,1,1,True
PR,construction_tools_construction,1550.68,1,1,True
PR,furniture_decor,90.18,1,1,True
ES,telephony,28.07,1,1,True
SP,bed_bath_table,193.86,1,1,True
SP,watches_gifts,621.07,1,1,True
PR,computers_accessories,851.61,1,1,True
PA,consoles_games,96.82,1,1,True
DF,telephony,39.089999999999996,1,1,True
SP,bed_bath_table,48.28,1,1,True
PR,computers_accessories,44.41,1,1,True
MG,computers_accessories,167.39000000000001,1,1,True
SP,bed_bath_table,78.7,1,1,True
PR,toys,54.36,1,1,True
PE,musical_instruments,991.09,1,1,True
GO,home_confort,104.76,1,1,True
RS,sports_leisure,78.6,1,1,True
MG,computers_accessories,138.07999999999998,1,1,True
GO,perfumery,95.34,1,1,True
CE,electronics,29.88,1,1,True
SP,housewares,83.23,1,1,True
SC,housewares,61.78,1,1,True
RJ,bed_bath_table,119.80000000000001,0,1,False
CE,bed_bath_table,119.96000000000001,1,1,True
SP,telephony,37.76,1,1,True
SP,bed_bath_table,70.48,1,1,True
SP,housewares,103.36,1,1,True
PE,sports_leisure,104.59,1,1,True
RJ,computers_accessories,169.49,1,1,True
PR,electronics,32.379999999999995,1,1,True
RJ,toys,176.88,1,1,True
SP,cool_stuff,72.99000000000001,1,1,True
SC,health_beauty,116.98,1,1,True
SP,housewares,57.32,1,1,True
SP,watches_gifts,144.56,0,1,False
SP,garden_tools,35.09,0,1,False
SP,auto,50.86,1,1,True
SP,furniture_decor,166.29,1,1,True
SP,construction_tools_construction,301.95000000000005,1,1,True
SP,food,173.74,1,1,True
SP,christmas_supplies,43.41,1,1,True
SP,auto,200.13,1,1,True
SP,computers_accessories,165.71,1,1,True
SP,garden_tools,73.34,1,1,True
SP,cool_stuff,394.49,0,1,False
MG,sports_leisure,121.68,1,1,True
MG,garden_tools,112.75999999999999,1,1,True
RJ,health_beauty,17.740000000000002,1,1,True
SP,cool_stuff,48.62,1,1,True
CE,luggage_accessories,264.67,1,1,True
SP,health_beauty,204.4,1,1,True
GO,health_beauty,148.2,1,1,True
SP,auto,97.93,1,1,True
PR,electronics,69.32,1,1,True
CE,health_beauty,352.55,1,1,True
MA,perfumery,81.88,1,1,True
SP,toys,123.82,1,1,True
CE,luggage_accessories,136.5,1,1,True
BA,computers_accessories,236.09,1,1,True
SP,housewares,31.43,1,1,True
RN,watches_gifts,1116.69,1,1,True
SP,perfumery,158.76,1,1,True
SP,office_furniture,200.21,1,1,True
SP,baby,44.0,1,1,True
RS,watches_gifts,237.77,1,1,True
SP,books_technical,40.86,1,1,True
SP,furniture_decor,224.02,1,1,True
SP,computers_accessories,18.62,1,1,True
SP,bed_bath_table,103.55000000000001,1,1,True
GO,housewares,96.43,1,1,True
RS,sports_leisure,178.27,1,1,True
RO,watches_gifts,304.35999999999996,1,1,True
DF,health_beauty,35.089999999999996,1,1,True
MA,computers_accessories,99.15,0,1,False
SP,computers_accessories,50.62,1,1,True
SP,health_beauty,48.36,1,1,True
SP,health_beauty,125.0,1,1,True
SP,health_beauty,52.589999999999996,1,1,True
RJ,furniture_decor,147.37,1,1,True
ES,perfumery,386.65999999999997,1,1,True
SP,garden_tools,63.269999999999996,1,1,True
RJ,musical_instruments,55.01,1,1,True
MG,garden_tools,77.57,1,1,True
SP,bed_bath_table,139.09,1,1,True
PR,cool_stuff,1228.73,1,1,True
SP,sports_leisure,48.72,1,1,True
RJ,furniture_decor,98.42999999999999,1,1,True
PE,watches_gifts,205.83,1,1,True
MS,toys,199.93,1,1,True
MG,baby,406.35,1,1,True
MG,bed_bath_table,231.27,1,1,True
SP,bed_bath_table,79.28999999999999,1,1,True
SP,watches_gifts,128.25,1,1,True
SC,bed_bath_table,65.05,1,1,True
RS,furniture_decor,216.82,1,1,True
SC,stationery,147.15,1,1,True
GO,stationery,111.43,1,1,True
PR,toys,107.78,1,1,True
PR,garden_tools,76.86,1,1,True
SP,bed_bath_table,157.91,1,1,True
SP,baby,227.51,1,1,True
PR,sports_leisure,222.09,1,1,True
PE,furniture_decor,289.40999999999997,1,1,True
MS,housewares,296.71,1,1,True
MG,cool_stuff,147.15,1,1,True
RS,computers_accessories,90.38,1,1,True
MG,computers,1479.51,1,1,True
SP,luggage_accessories,186.74,1,1,True
SP,housewares,106.53,1,1,True
BA,electronics,35.959999999999994,1,1,True
SP,bed_bath_table,139.39,1,1,True
SP,garden_tools,73.34,1,1,True
SP,sports_leisure,140.47,1,1,True
SP,computers_accessories,81.78,1,1,True
SP,consoles_games,55.28,1,1,True
RS,toys,147.24,1,1,True
SP,perfumery,164.67,1,1,True
BA,telephony,39.79,1,1,True
MS,health_beauty,149.85999999999999,1,1,True
SC,furniture_decor,77.22,1,1,True
RJ,market_place,112.51,1,1,True
SP,small_appliances,81.5,1,1,True
MA,watches_gifts,223.89000000000001,1,1,True
DF,furniture_decor,230.97,1,1,True
SP,toys,88.11,1,1,True
SP,computers_accessories,87.55000000000001,1,1,True
MG,perfumery,69.12,1,1,True
MT,computers_accessories,207.27,1,1,True
SP,drinks,57.43,1,1,True
SC,toys,50.0,1,1,True
RS,furniture_decor,58.239999999999995,1,1,True
MG,bed_bath_table,181.19,1,1,True
GO,garden_tools,52.2,1,1,True
SP,baby,42.86,1,1,True
RS,consoles_games,24.22,1,1,True
SP,bed_bath_table,132.24,1,1,True
RS,baby,67.43,1,1,True
PR,fashion_bags_accessories,63.1,1,1,True
RJ,consoles_games,35.0,1,1,True
SP,bed_bath_table,104.84,1,1,True
BA,sports_leisure,548.13,1,1,True
SP,sports_leisure,41.879999999999995,1,1,True
PR,furniture_decor,822.07,1,1,True
RJ,garden_tools,42.1,1,1,True
RS,bed_bath_table,75.68,1,1,True
SP,cool_stuff,46.69,1,1,True
SP,housewares,235.57,1,1,True
PR,bed_bath_table,58.1,1,1,True
SP,furniture_decor,88.57,1,1,True
RJ,drinks,126.92,1,1,True
SP,food,110.71000000000001,1,1,True
RJ,electronics,37.8,1,1,True
SP,food,35.839999999999996,1,1,True
SC,auto,60.1,1,1,True
SC,auto,49.87,1,1,True
PE,industry_commerce_and_business,425.85,1,1,True
AL,cool_stuff,142.32999999999998,1,1,True
MG,health_beauty,48.22,1,1,True
PR,furniture_decor,23.0,1,1,True
MG,watches_gifts,162.81,1,1,True
PE,health_beauty,349.53,1,1,True
PR,watches_gifts,90.29,1,1,True
RJ,fashion_bags_accessories,84.58,1,1,True
SP,bed_bath_table,113.62,1,1,True
RJ,toys,99.34,1,1,True
SP,telephony,31.75,1,1,True
BA,sports_leisure,129.76999999999998,1,1,True
SP,housewares,52.33,1,1,True
RJ,garden_tools,77.57,1,1,True
PR,health_beauty,385.61,1,1,True
MG,auto,23.93,1,1,True
SP,furniture_decor,73.78,1,1,True
SP,auto,319.28999999999996,1,1,True
MG,watches_gifts,410.51,1,1,True
SP,housewares,35.33,1,1,True
MG,furniture_decor,105.74000000000001,1,1,True
SP,office_furniture,1310.95,1,1,True
RJ,watches_gifts,819.35,1,1,True
MG,sports_leisure,34.79,1,1,True
RJ,cool_stuff,69.17,1,1,True
SP,perfumery,126.63,1,1,True
SP,pet_shop,62.33,1,1,True
RJ,consoles_games,24.09,1,1,True
RJ,baby,184.77,1,1,True
SP,furniture_decor,1011.3100000000001,1,1,True
RJ,stationery,252.79000000000002,1,1,True
SP,furniture_bedroom,227.32999999999998,1,1,True
DF,computers_accessories,64.00999999999999,1,1,True
RJ,kitchen_dining_laundry_garden_furniture,166.29,1,1,True
PI,watches_gifts,133.49,1,1,True
DF,telephony,40.269999999999996,1,1,True
RJ,auto,1250.42,1,1,True
RJ,watches_gifts,80.2,1,1,True
MG,computers_accessories,85.82000000000001,1,1,True
SC,luggage_accessories,54.82,1,1,True
RJ,auto,120.99,1,1,True
SP,cool_stuff,910.07,0,1,False
SP,cool_stuff,182.91,1,1,True
MG,bed_bath_table,55.11,1,1,True
SC,construction_tools_lights,43.589999999999996,1,1,True
ES,garden_tools,30.270000000000003,1,1,True
DF,cool_stuff,109.89,1,1,True
RJ,perfumery,279.28999999999996,1,1,True
ES,audio,34.0,1,1,True
RJ,fashion_bags_accessories,84.64999999999999,1,1,True
RJ,furniture_decor,162.97,1,1,True
BA,cool_stuff,117.25999999999999,1,1,True
RS,cool_stuff,268.18,1,1,True
GO,auto,254.31,1,1,True
ES,health_beauty,49.47,1,1,True
SC,perfumery,70.25,1,1,True
SP,perfumery,52.589999999999996,1,1,True
SP,watches_gifts,218.07000000000002,1,1,True
RS,health_beauty,46.129999999999995,1,1,True
RS,auto,81.89,1,1,True
MG,small_appliances,49.519999999999996,1,1,True
MG,fashion_bags_accessories,34.1,1,1,True
SP,health_beauty,23.29,1,1,True
DF,perfumery,58.0,1,1,True
SC,sports_leisure,128.72,1,1,True
GO,sports_leisure,120.09,1,1,True
SP,bed_bath_table,39.25,1,1,True
MG,sports_leisure,96.22,1,1,True
MT,housewares,112.05,1,1,True
MG,health_beauty,75.22,1,1,True
SP,garden_tools,64.34,1,1,True
SP,health_beauty,117.96,1,1,True
SP,bed_bath_table,49.81,1,1,True
SC,musical_instruments,77.28999999999999,1,1,True
SP,auto,120.29,1,1,True
MG,pet_shop,50.0,1,1,True
SP,cool_stuff,46.01,1,1,True
RS,stationery,38.23,1,1,True
SP,bed_bath_table,139.09,1,1,True
SP,furniture_decor,69.64,1,1,True
PR,stationery,82.52,1,1,True
SP,home_appliances,133.81,1,1,True
RJ,watches_gifts,129.45000000000002,1,1,True
SP,bed_bath_table,69.73,1,1,True
MT,health_beauty,1243.6200000000001,1,1,True
SP,bed_bath_table,102.03,1,1,True
MG,housewares,161.74,1,1,True
DF,furniture_decor,69.9,1,1,True
SP,bed_bath_table,51.629999999999995,1,1,True
MG,bed_bath_table,193.17000000000002,1,1,True
SP,sports_leisure,32.99,1,1,True
RJ,sports_leisure,73.4,1,1,True
SP,computers_accessories,43.61,1,1,True
RJ,furniture_living_room,129.54000000000002,1,1,True
GO,health_beauty,27.23,1,1,True
PR,bed_bath_table,170.86,1,1,True
PI,electronics,34.849999999999994,1,1,True
SP,housewares,44.339999999999996,1,1,True
SP,electronics,32.379999999999995,1,1,True
SP,perfumery,114.77000000000001,1,1,True
RJ,watches_gifts,154.42000000000002,1,1,True
RJ,furniture_decor,89.09,1,1,True
SP,bed_bath_table,73.72,1,1,True
SP,toys,97.39,1,1,True
SC,housewares,134.36,0,1,False
PE,telephony,318.53000000000003,1,1,True
PR,books_imported,63.410000000000004,1,1,True
SP,watches_gifts,53.62,1,1,True
SP,furniture_decor,38.36,1,1,True
SP,health_beauty,117.96,1,1,True
RS,furniture_decor,272.01,1,1,True
BA,computers_accessories,48.69,1,1,True
MG,books_general_interest,148.06,1,1,True
PR,perfumery,172.4,1,1,True
SC,housewares,51.14,1,1,True
SP,toys,91.18,1,1,True
RJ,auto,164.61,1,1,True
SP,sports_leisure,51.04,1,1,True
RS,housewares,65.0,1,1,True
SC,sports_leisure,315.54,1,1,True
RJ,cool_stuff,237.54000000000002,1,1,True
SP,bed_bath_table,207.94,1,1,True
BA,auto,2035.86,1,1,True
SP,housewares,98.62,1,1,True
SP,housewares,50.53,1,1,True
PI,watches_gifts,790.65,1,1,True
SP,bed_bath_table,52.93,1,1,True
SP,luggage_accessories,284.9,1,1,True
PR,fashion_bags_accessories,45.22,1,1,True
SP,sports_leisure,116.36000000000001,1,1,True
PE,bed_bath_table,125.43,1,1,True
MS,toys,39.22,1,1,True
SP,toys,43.62,1,1,True
RJ,garden_tools,135.07999999999998,1,1,True
SP,stationery,144.32,1,1,True
GO,bed_bath_table,164.97,1,1,True
SP,fashion_bags_accessories,60.379999999999995,1,1,True
PR,electronics,78.7,1,1,True
SP,diapers_and_hygiene,37.69,1,1,True
RJ,baby,262.52,1,1,True
SP,housewares,31.509999999999998,1,1,True
SP,bed_bath_table,161.47,1,1,True
SP,toys,102.64,1,1,True
SP,health_beauty,55.04,1,1,True
BA,computers_accessories,56.37,1,1,True
RJ,sports_leisure,33.849999999999994,1,1,True
PA,stationery,128.09,1,1,True
SP,auto,88.52000000000001,1,1,True
CE,watches_gifts,218.48000000000002,1,1,True
RJ,computers_accessories,83.41,1,1,True
SP,furniture_decor,49.72,1,1,True
RS,telephony,75.51,1,1,True
RJ,electronics,244.5,1,1,True
SP,baby,43.89,0,1,False
SP,telephony,29.33,1,1,True
SC,costruction_tools_garden,46.239999999999995,1,1,True
SP,watches_gifts,99.9,1,1,True
RJ,perfumery,22.93,1,1,True
SP,watches_gifts,133.4,1,1,True
SP,books_general_interest,129.98,1,1,True
RJ,telephony,39.22,1,1,True
SP,housewares,401.46,1,1,True
SP,audio,515.9300000000001,1,1,True
SP,stationery,51.88,1,1,True
SP,auto,52.47,1,1,True
SP,pet_shop,47.8,1,1,True
SP,furniture_decor,132.48,1,1,True
SP,auto,218.47,1,1,True
MG,bed_bath_table,123.89,1,1,True
PA,telephony,66.94,1,1,True
SP,health_beauty,549.6999999999999,1,1,True
GO,cool_stuff,36.69,1,1,True
PE,small_appliances,249.84,1,1,True
GO,cool_stuff,78.91,1,1,True
SP,luggage_accessories,73.66,1,1,True
SP,health_beauty,38.01,1,1,True
SP,bed_bath_table,127.38,1,1,True
RO,computers_accessories,52.84,1,1,True
SP,bed_bath_table,81.89,1,1,True
RJ,watches_gifts,95.76,1,1,True
SP,furniture_decor,209.20000000000002,1,1,True
PR,auto,108.43,1,1,True
MG,perfumery,369.91999999999996,1,1,True
MG,cool_stuff,83.55000000000001,1,1,True
PB,computers_accessories,42.75,1,1,True
MG,telephony,308.3,1,1,True
AL,bed_bath_table,168.45000000000002,1,1,True
RJ,audio,157.97,1,1,True
PR,auto,100.88,1,1,True
SP,fashion_bags_accessories,38.3,1,1,True
SC,perfumery,71.56,1,1,True
RS,kitchen_dining_laundry_garden_furniture,75.1,1,1,True
SP,construction_tools_construction,96.05000000000001,1,1,True
RJ,pet_shop,86.64,1,1,True
SP,furniture_decor,29.75,1,1,True
SP,housewares,89.58000000000001,1,1,True
SP,bed_bath_table,124.89000000000001,1,1,True
GO,costruction_tools_tools,53.61,1,1,True
SP,auto,189.16,1,1,True
PA,small_appliances,96.65,1,1,True
SP,health_beauty,67.57,1,1,True
SP,housewares,41.69,1,1,True
RJ,office_furniture,118.99,1,1,True
SC,auto,127.01,1,1,True
MG,telephony,209.46,1,1,True
SP,housewares,60.56999999999999,1,1,True
MG,musical_instruments,2060.51,1,1,True
BA,electronics,51.05,1,1,True
PR,auto,149.26,1,1,True
PI,watches_gifts,352.21,1,1,True
RJ,drinks,200.54,1,1,True
SP,perfumery,37.96,1,1,True
PR,stationery,116.94,1,1,True
MG,auto,199.24,1,1,True
SP,health_beauty,41.93,1,1,True
SP,computers_accessories,205.18,1,1,True
SP,housewares,80.35,1,1,True
RS,furniture_decor,119.79,1,1,True
SP,bed_bath_table,118.75,1,1,True
SP,food,32.78,1,1,True
SP,housewares,143.27,1,1,True
RJ,toys,51.11,1,1,True
SC,construction_tools_lights,193.76000000000002,1,1,True
RJ,auto,58.129999999999995,1,1,True
SP,housewares,46.78,1,1,True
SP,telephony,208.8,1,1,True
SC,home_construction,143.26999999999998,1,1,True
SE,sports_leisure,177.6,1,1,True
SP,bed_bath_table,61.269999999999996,1,1,True
SP,kitchen_dining_laundry_garden_furniture,55.75,1,1,True
RJ,telephony,34.089999999999996,1,1,True
SP,fashion_bags_accessories,34.62,1,1,True
SP,bed_bath_table,30.519999999999996,1,1,True
SP,health_beauty,90.05,1,1,True
RJ,housewares,106.86999999999999,1,1,True
RS,health_beauty,56.58,1,1,True
RN,sports_leisure,418.91999999999996,1,1,True
RJ,watches_gifts,60.42,1,1,True
SP,furniture_decor,14.26,1,1,True
BA,garden_tools,130.11,1,1,True
SP,health_beauty,36.07,1,1,True
SP,electronics,100.73,1,1,True
MG,furniture_decor,76.75999999999999,1,1,True
SP,sports_leisure,69.03,1,1,True
MG,cool_stuff,42.92,1,1,True
SP,watches_gifts,258.9,1,1,True
GO,cool_stuff,111.17,0,1,False
SP,perfumery,25.009999999999998,1,1,True
BA,cool_stuff,262.42,1,1,True
SP,bed_bath_table,172.55,1,1,True
RJ,housewares,130.25,1,1,True
SP,watches_gifts,36.01,1,1,True
SP,bed_bath_table,28.75,1,1,True
PA,bed_bath_table,133.05,1,1,True
SP,home_construction,131.70999999999998,1,1,True
RS,home_construction,113.88,1,1,True
RS,housewares,111.76,1,1,True
MG,sports_leisure,153.2,1,1,True
SP,baby,88.26,1,1,True
SP,fashion_shoes,45.97,1,1,True
SP,books_general_interest,57.589999999999996,1,1,True
MG,auto,109.24000000000001,1,1,True
MG,telephony,44.089999999999996,1,1,True
RJ,perfumery,183.93,1,1,True
ES,sports_leisure,95.67,1,1,True
RJ,perfumery,308.79,1,1,True
PR,market_place,112.52,1,1,True
SP,office_furniture,199.49,1,1,True
SP,baby,97.61,1,1,True
SP,sports_leisure,81.76,1,1,True
MS,computers_accessories,72.18,1,1,True
RJ,signaling_and_security,174.1,1,1,True
RS,baby,76.08,1,1,True
MG,telephony,40.22,1,1,True
MS,computers_accessories,62.05,1,1,True
SP,food,38.269999999999996,1,1,True
ES,auto,70.03,1,1,True
BA,watches_gifts,105.06,1,1,True
MG,cool_stuff,231.79,1,1,True
PR,garden_tools,67.5,1,1,True
MG,housewares,44.790000000000006,1,1,True
SE,housewares,208.74,1,1,True
SP,watches_gifts,137.93,1,1,True
RJ,watches_gifts,183.73000000000002,1,1,True
SP,garden_tools,79.22999999999999,1,1,True
MG,computers_accessories,219.89000000000001,1,1,True
CE,bed_bath_table,73.74000000000001,1,1,True
TO,watches_gifts,164.7,1,1,True
RJ,health_beauty,105.38,1,1,True
MG,auto,132.46,1,1,True
MG,furniture_decor,75.53,1,1,True
SP,garden_tools,110.00999999999999,1,1,True
MG,home_confort,109.4,1,1,True
RJ,garden_tools,77.57,1,1,True
RJ,furniture_decor,48.1,0,1,False
RJ,furniture_decor,60.989999999999995,1,1,True
SP,telephony,38.71,1,1,True
SP,sports_leisure,109.66999999999999,1,1,True
RS,housewares,207.55,1,1,True
SP,furniture_decor,86.02000000000001,1,1,True
MG,audio,521.37,1,1,True
PE,telephony,37.53,1,1,True
PR,furniture_decor,147.35,1,1,True
MG,bed_bath_table,66.06,1,1,True
RJ,housewares,237.63,1,1,True
MG,perfumery,72.14,1,1,True
SP,sports_leisure,113.15,1,1,True
MS,drinks,63.6,1,1,True
MG,pet_shop,59.519999999999996,1,1,True
SP,bed_bath_table,60.78,1,1,True
SP,perfumery,21.77,1,1,True
MG,furniture_decor,24.07,1,1,True
SP,furniture_decor,113.44,1,1,True
MA,sports_leisure,51.75,1,1,True
